2025-10-20 21:48:11.384 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:48:11.891 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:48:12.026 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:49:13.187 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:49:13.188 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - Chau
2025-10-20 21:51:21.591 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:51:21.592 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - Chau
2025-10-20 21:51:51.271 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:51:51.272 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - Chau
2025-10-20 21:51:51.982 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:51:51.982 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - Chau
2025-10-20 21:55:47.093 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:55:47.094 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x2097cc7b060, name="MainWindow") at 0x000002097E21C2C0>
2025-10-20 21:57:23.129 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-20 21:57:23.130 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x23907e8ee10, name="MainWindow") at 0x0000023921268E00>
2025-10-21 19:36:18.851 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:36:18.853 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x20edc166580, name="MainWindow") at 0x0000020EF72F9440>
2025-10-21 19:36:20.546 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:36:20.546 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x20edc166580, name="MainWindow") at 0x0000020EF72F9440>
2025-10-21 19:37:45.167 | ERROR    | app.ui.pages.usuarios_page:__init__:43 - Es
2025-10-21 19:37:49.217 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:37:49.218 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x19d03f21700, name="MainWindow") at 0x0000019D1F77E980>
2025-10-21 19:43:09.269 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:43:09.270 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x1f163ce9b50, name="MainWindow") at 0x000001F10248CC80>
2025-10-21 19:43:40.432 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:43:40.433 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x185e2f17200, name="MainWindow") at 0x00000185E44A4580>
2025-10-21 19:43:43.291 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:43:43.291 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - <app.ui.main_window.MainWindow(0x185e2f17200, name="MainWindow") at 0x00000185E44A4580>
2025-10-21 19:44:29.098 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:80 - Hola
2025-10-21 19:44:29.099 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:84 - False
2025-10-21 19:56:22.884 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 19:56:22.885 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 19:56:22.886 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:93 - Fallo al instanciar o abrir UsuariosPage: 'MainWindow' object has no attribute 'open_page'
2025-10-21 20:01:37.255 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:01:37.256 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:01:37.256 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:02:07.387 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:02:07.387 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:02:07.388 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:06.076 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:06.077 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:06.080 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:12.961 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:12.961 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:12.962 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:19.193 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:19.193 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:19.194 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:51.997 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:51.997 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:51.998 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:54.092 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:54.092 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:54.093 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:55.597 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:55.598 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:55.599 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:09:57.939 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:09:57.939 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:09:57.940 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:10:15.179 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:10:15.179 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:10:15.180 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:10:24.179 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:10:24.179 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:10:24.180 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:11:56.686 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:11:56.687 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:11:56.688 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:12:25.492 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:12:25.492 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:12:25.493 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:18:23.189 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:18:23.190 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:18:23.192 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:20:38.357 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:20:38.358 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:20:38.359 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:22:48.209 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:22:48.210 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:22:48.212 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:23:05.545 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:23:05.545 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:23:05.546 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:23:20.517 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:23:20.518 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:23:20.518 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:28:18.336 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:28:18.337 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:28:18.339 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:28:37.906 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:28:37.907 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:28:37.908 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:30:31.206 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:30:31.207 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:30:31.208 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:31:25.882 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:31:25.883 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:31:25.885 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:32:00.776 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:32:00.777 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:32:00.778 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:32:22.441 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:32:22.442 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:32:22.444 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:33:11.609 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:33:11.610 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:33:11.611 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:33:56.505 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:33:56.506 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:33:56.507 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:34:10.404 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:34:10.405 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:34:10.407 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:35:26.184 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:35:26.185 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:35:26.187 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:35:47.104 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:35:47.105 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:35:47.107 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:36:10.346 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:36:10.347 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:36:10.349 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:36:58.894 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:36:58.895 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
2025-10-21 20:36:58.897 | INFO     | app.ui.pages.configuracion_page:navigate_to_usuarios:91 - Navegación a UsuariosPage completada correctamente.
2025-10-21 20:38:10.244 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:79 - Intentando navegar hacia la página de Usuarios...
2025-10-21 20:38:10.245 | ERROR    | app.ui.pages.configuracion_page:navigate_to_usuarios:86 - No se pudo encontrar la instancia de MainWindow o no tiene 'open_page'.
